go_category,go_description,go_id,accession,protein_dcid,go_dcid
dcs:GeneOntologyTypeCellularComponent,pyruvate dehydrogenase complex,"""GO:0045254""",HMDBP00012,bio/ODPB_HUMAN,bio/GO_0045254
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00012,bio/ODPB_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,pyruvate dehydrogenase (acetyl-transferring) activity,"""GO:0004739""",HMDBP00012,bio/ODPB_HUMAN,bio/GO_0004739
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00012,bio/ODPB_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,lipid metabolic process,"""GO:0006629""",HMDBP00013,bio/THIC_HUMAN,bio/GO_0006629
dcs:GeneOntologyTypeCellularComponent,mitochondrion,"""GO:0005739""",HMDBP00013,bio/THIC_HUMAN,bio/GO_0005739
dcs:GeneOntologyTypeCellularComponent,nucleolus,"""GO:0005730""",HMDBP00013,bio/THIC_HUMAN,bio/GO_0005730
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00013,bio/THIC_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00013,bio/THIC_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00013,bio/THIC_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00013,bio/THIC_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acetyl-CoA C-acetyltransferase activity,"""GO:0003985""",HMDBP00013,bio/THIC_HUMAN,bio/GO_0003985
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00013,bio/THIC_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,small molecule metabolic process,"""GO:0044281""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0044281
dcs:GeneOntologyTypeBiologicalProcess,Notch signaling pathway,"""GO:0007219""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0007219
dcs:GeneOntologyTypeBiologicalProcess,cell proliferation,"""GO:0008283""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0008283
dcs:GeneOntologyTypeBiologicalProcess,innate immune response,"""GO:0045087""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0045087
dcs:GeneOntologyTypeBiologicalProcess,virus-host interaction,"""GO:0019048""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0019048
dcs:GeneOntologyTypeBiologicalProcess,regulation of transcription from RNA polymerase II promoter in response to hypoxia,"""GO:0061418""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0061418
dcs:GeneOntologyTypeBiologicalProcess,cellular lipid metabolic process,"""GO:0044255""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0044255
dcs:GeneOntologyTypeBiologicalProcess,embryonic digit morphogenesis,"""GO:0042733""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0042733
dcs:GeneOntologyTypeBiologicalProcess,germ-line stem cell maintenance,"""GO:0030718""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0030718
dcs:GeneOntologyTypeBiologicalProcess,homeostatic process,"""GO:0042592""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0042592
dcs:GeneOntologyTypeBiologicalProcess,N-terminal peptidyl-lysine acetylation,"""GO:0018076""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0018076
dcs:GeneOntologyTypeBiologicalProcess,protein complex assembly,"""GO:0006461""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0006461
dcs:GeneOntologyTypeBiologicalProcess,regulation of S phase,"""GO:0033261""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0033261
dcs:GeneOntologyTypeBiologicalProcess,regulation of smoothened signaling pathway,"""GO:0008589""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0008589
dcs:GeneOntologyTypeBiologicalProcess,transcription initiation from RNA polymerase II promoter,"""GO:0006367""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0006367
dcs:GeneOntologyTypeCellularComponent,cytoplasm,"""GO:0005737""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0005737
dcs:GeneOntologyTypeCellularComponent,condensed chromosome outer kinetochore,"""GO:0000940""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0000940
dcs:GeneOntologyTypeCellularComponent,histone acetyltransferase complex,"""GO:0000123""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0000123
dcs:GeneOntologyTypeCellularComponent,nuclear body,"""GO:0016604""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0016604
dcs:GeneOntologyTypeCellularComponent,nuclear chromatin,"""GO:0000790""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0000790
dcs:GeneOntologyTypeCellularComponent,transcription factor complex,"""GO:0005667""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0005667
dcs:GeneOntologyTypeCellularComponent,macromolecular complex,"""GO:0002095""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0002095
dcs:GeneOntologyTypeCellularComponent,protein complex,"""GO:0043234""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0043234
dcs:GeneOntologyTypeCellularComponent,histone acetyltransferase complex,"""GO:0000123""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0000123
dcs:GeneOntologyTypeCellularComponent,organelle,"""GO:0043226""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0043226
dcs:GeneOntologyTypeCellularComponent,membrane-bounded organelle,"""GO:0043227""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0043227
dcs:GeneOntologyTypeCellularComponent,intracellular membrane-bounded organelle,"""GO:0043231""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0043231
dcs:GeneOntologyTypeCellularComponent,nucleus,"""GO:0005634""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0005634
dcs:GeneOntologyTypeMolecularFunction,ion binding,"""GO:0043167""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0043167
dcs:GeneOntologyTypeMolecularFunction,cation binding,"""GO:0043169""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0043169
dcs:GeneOntologyTypeMolecularFunction,metal ion binding,"""GO:0046872""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0046872
dcs:GeneOntologyTypeMolecularFunction,binding,"""GO:0005488""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0005488
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transition metal ion binding,"""GO:0046914""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0046914
dcs:GeneOntologyTypeMolecularFunction,zinc ion binding,"""GO:0008270""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0008270
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acyltransferase activity,"""GO:0016746""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,acetyltransferase activity,"""GO:0016407""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0016407
dcs:GeneOntologyTypeMolecularFunction,n-acetyltransferase activity,"""GO:0008080""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0008080
dcs:GeneOntologyTypeMolecularFunction,lysine n-acetyltransferase activity,"""GO:0061733""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0061733
dcs:GeneOntologyTypeMolecularFunction,histone acetyltransferase activity,"""GO:0004402""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0004402
dcs:GeneOntologyTypeMolecularFunction,transcription coactivator activity,"""GO:0003713""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0003713
dcs:GeneOntologyTypeMolecularFunction,protein binding,"""GO:0005515""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0005515
dcs:GeneOntologyTypeMolecularFunction,transcription factor binding,"""GO:0008134""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0008134
dcs:GeneOntologyTypeMolecularFunction,transcription cofactor activity,"""GO:0003712""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0003712
dcs:GeneOntologyTypeMolecularFunction,metal ion binding,"""GO:0046872""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0046872
dcs:GeneOntologyTypeMolecularFunction,zinc ion binding,"""GO:0008270""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0008270
dcs:GeneOntologyTypeMolecularFunction,signal transducer activity,"""GO:0004871""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0004871
dcs:GeneOntologyTypeMolecularFunction,chromatin binding,"""GO:0003682""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0003682
dcs:GeneOntologyTypeMolecularFunction,core promoter proximal region sequence-specific DNA binding,"""GO:0000987""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0000987
dcs:GeneOntologyTypeMolecularFunction,histone acetyltransferase activity,"""GO:0004402""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0004402
dcs:GeneOntologyTypeMolecularFunction,MRF binding,"""GO:0043426""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0043426
dcs:GeneOntologyTypeMolecularFunction,RNA polymerase II activating transcription factor binding,"""GO:0001102""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0001102
dcs:GeneOntologyTypeMolecularFunction,RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription,"""GO:0001078""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0001078
dcs:GeneOntologyTypeMolecularFunction,RNA polymerase II transcription coactivator activity,"""GO:0001105""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0001105
dcs:GeneOntologyTypeMolecularFunction,RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription,"""GO:0001191""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0001191
dcs:GeneOntologyTypeBiologicalProcess,cellular process,"""GO:0009987""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0009987
dcs:GeneOntologyTypeBiologicalProcess,cellular component organization at cellular level,"""GO:0043954""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0043954
dcs:GeneOntologyTypeBiologicalProcess,organelle organization,"""GO:0006996""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0006996
dcs:GeneOntologyTypeBiologicalProcess,chromosome organization,"""GO:0051276""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0051276
dcs:GeneOntologyTypeBiologicalProcess,chromatin organization,"""GO:0006325""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0006325
dcs:GeneOntologyTypeBiologicalProcess,chromatin modification,"""GO:0016568""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0016568
dcs:GeneOntologyTypeBiologicalProcess,covalent chromatin modification,"""GO:0016569""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0016569
dcs:GeneOntologyTypeBiologicalProcess,histone modification,"""GO:0016570""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0016570
dcs:GeneOntologyTypeBiologicalProcess,histone acetylation,"""GO:0016573""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0016573
dcs:GeneOntologyTypeBiologicalProcess,biological regulation,"""GO:0065007""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0065007
dcs:GeneOntologyTypeBiologicalProcess,regulation of biological process,"""GO:0050789""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0050789
dcs:GeneOntologyTypeBiologicalProcess,regulation of metabolic process,"""GO:0019222""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0019222
dcs:GeneOntologyTypeBiologicalProcess,regulation of macromolecule metabolic process,"""GO:0060255""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0060255
dcs:GeneOntologyTypeBiologicalProcess,regulation of gene expression,"""GO:0010468""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0010468
dcs:GeneOntologyTypeBiologicalProcess,regulation of transcription,"""GO:0140542""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0140542
dcs:GeneOntologyTypeBiologicalProcess,"regulation of transcription, dna-dependent","""GO:0006355""",HMDBP00014,bio/CBP_HUMAN,bio/GO_0006355
dcs:GeneOntologyTypeBiologicalProcess,putrescine catabolic process,"""GO:0009447""",HMDBP00015,bio/SAT2_HUMAN,bio/GO_0009447
dcs:GeneOntologyTypeCellularComponent,cytoplasm,"""GO:0005737""",HMDBP00015,bio/SAT2_HUMAN,bio/GO_0005737
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00015,bio/SAT2_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00015,bio/SAT2_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00015,bio/SAT2_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00015,bio/SAT2_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acyltransferase activity,"""GO:0016746""",HMDBP00015,bio/SAT2_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,acetyltransferase activity,"""GO:0016407""",HMDBP00015,bio/SAT2_HUMAN,bio/GO_0016407
dcs:GeneOntologyTypeMolecularFunction,n-acetyltransferase activity,"""GO:0008080""",HMDBP00015,bio/SAT2_HUMAN,bio/GO_0008080
dcs:GeneOntologyTypeMolecularFunction,diamine N-acetyltransferase activity,"""GO:0004145""",HMDBP00015,bio/SAT2_HUMAN,bio/GO_0004145
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00015,bio/SAT2_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,malonyl-CoA catabolic process,"""GO:2001294""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_2001294
dcs:GeneOntologyTypeBiologicalProcess,positive regulation of fatty acid oxidation,"""GO:0046321""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0046321
dcs:GeneOntologyTypeBiologicalProcess,regulation of fatty acid beta-oxidation,"""GO:0031998""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0031998
dcs:GeneOntologyTypeBiologicalProcess,regulation of glucose metabolic process,"""GO:0010906""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0010906
dcs:GeneOntologyTypeBiologicalProcess,fatty acid oxidation,"""GO:0019395""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0019395
dcs:GeneOntologyTypeBiologicalProcess,acetyl-CoA biosynthetic process,"""GO:0006085""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0006085
dcs:GeneOntologyTypeBiologicalProcess,fatty acid biosynthetic process,"""GO:0006633""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0006633
dcs:GeneOntologyTypeCellularComponent,cytosol,"""GO:0005829""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0005829
dcs:GeneOntologyTypeCellularComponent,mitochondrion,"""GO:0005739""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0005739
dcs:GeneOntologyTypeCellularComponent,peroxisome,"""GO:0005777""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0005777
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,lyase activity,"""GO:0016829""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0016829
dcs:GeneOntologyTypeMolecularFunction,carbon-carbon lyase activity,"""GO:0016830""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0016830
dcs:GeneOntologyTypeMolecularFunction,carboxy-lyase activity,"""GO:0016831""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0016831
dcs:GeneOntologyTypeMolecularFunction,malonyl-coa decarboxylase activity,"""GO:0050080""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0050080
dcs:GeneOntologyTypeMolecularFunction,malonyl-CoA decarboxylase activity,"""GO:0050080""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0050080
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,cellular metabolic process,"""GO:0044237""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0044237
dcs:GeneOntologyTypeBiologicalProcess,organic acid metabolic process,"""GO:0006082""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0006082
dcs:GeneOntologyTypeBiologicalProcess,oxoacid metabolic process,"""GO:0043436""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0043436
dcs:GeneOntologyTypeBiologicalProcess,carboxylic acid metabolic process,"""GO:0019752""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0019752
dcs:GeneOntologyTypeBiologicalProcess,monocarboxylic acid metabolic process,"""GO:0032787""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0032787
dcs:GeneOntologyTypeBiologicalProcess,fatty acid metabolic process,"""GO:0006631""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0006631
dcs:GeneOntologyTypeBiologicalProcess,fatty acid biosynthetic process,"""GO:0006633""",HMDBP00016,bio/DCMC_HUMAN,bio/GO_0006633
dcs:GeneOntologyTypeBiologicalProcess,small molecule metabolic process,"""GO:0044281""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0044281
dcs:GeneOntologyTypeBiologicalProcess,oxygen homeostasis,"""GO:0032364""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0032364
dcs:GeneOntologyTypeBiologicalProcess,heme biosynthetic process,"""GO:0006783""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0006783
dcs:GeneOntologyTypeBiologicalProcess,protoporphyrinogen IX biosynthetic process,"""GO:0006782""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0006782
dcs:GeneOntologyTypeBiologicalProcess,cellular iron ion homeostasis,"""GO:0006879""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0006879
dcs:GeneOntologyTypeBiologicalProcess,erythrocyte differentiation,"""GO:0030218""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0030218
dcs:GeneOntologyTypeBiologicalProcess,hemoglobin biosynthetic process,"""GO:0042541""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0042541
dcs:GeneOntologyTypeBiologicalProcess,response to hypoxia,"""GO:0001666""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0001666
dcs:GeneOntologyTypeCellularComponent,mitochondrial matrix,"""GO:0005759""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0005759
dcs:GeneOntologyTypeCellularComponent,mitochondrial inner membrane,"""GO:0005743""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0005743
dcs:GeneOntologyTypeCellularComponent,cell part,"""GO:0032990""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0032990
dcs:GeneOntologyTypeCellularComponent,intracellular part,"""GO:0033646""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0033646
dcs:GeneOntologyTypeCellularComponent,cytoplasmic part,"""GO:0044444""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0044444
dcs:GeneOntologyTypeCellularComponent,mitochondrial part,"""GO:0032990""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0032990
dcs:GeneOntologyTypeCellularComponent,mitochondrial matrix,"""GO:0005759""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0005759
dcs:GeneOntologyTypeMolecularFunction,binding,"""GO:0005488""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0005488
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,transferase activity,"""GO:0016740""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0016740
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups","""GO:0016746""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring acyl groups other than amino-acyl groups","""GO:0016747""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0016747
dcs:GeneOntologyTypeMolecularFunction,acyltransferase activity,"""GO:0016746""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0016746
dcs:GeneOntologyTypeMolecularFunction,"transferase activity, transferring nitrogenous groups","""GO:0016769""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0016769
dcs:GeneOntologyTypeMolecularFunction,cofactor binding,"""GO:0048037""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0048037
dcs:GeneOntologyTypeMolecularFunction,pyridoxal phosphate binding,"""GO:0030170""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0030170
dcs:GeneOntologyTypeMolecularFunction,n-acyltransferase activity,"""GO:0016410""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0016410
dcs:GeneOntologyTypeMolecularFunction,n-succinyltransferase activity,"""GO:0016749""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0016749
dcs:GeneOntologyTypeMolecularFunction,5-aminolevulinate synthase activity,"""GO:0003870""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0003870
dcs:GeneOntologyTypeMolecularFunction,pyridoxal phosphate binding,"""GO:0030170""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0030170
dcs:GeneOntologyTypeMolecularFunction,5-aminolevulinate synthase activity,"""GO:0003870""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0003870
dcs:GeneOntologyTypeMolecularFunction,glycine binding,"""GO:0016594""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0016594
dcs:GeneOntologyTypeMolecularFunction,coenzyme binding,"""GO:0050662""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0050662
dcs:GeneOntologyTypeBiologicalProcess,metabolic process,"""GO:0008152""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0008152
dcs:GeneOntologyTypeBiologicalProcess,nitrogen compound metabolic process,"""GO:0006807""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0006807
dcs:GeneOntologyTypeBiologicalProcess,tetrapyrrole metabolic process,"""GO:0033013""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0033013
dcs:GeneOntologyTypeBiologicalProcess,porphyrin metabolic process,"""GO:0006778""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0006778
dcs:GeneOntologyTypeBiologicalProcess,biosynthetic process,"""GO:0009058""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0009058
dcs:GeneOntologyTypeBiologicalProcess,cellular biosynthetic process,"""GO:0044249""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0044249
dcs:GeneOntologyTypeBiologicalProcess,heterocycle biosynthetic process,"""GO:0018130""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0018130
dcs:GeneOntologyTypeBiologicalProcess,tetrapyrrole biosynthetic process,"""GO:0033014""",HMDBP00017,bio/HEM0_HUMAN,bio/GO_0033014
dcs:GeneOntologyTypeBiologicalProcess,small molecule metabolic process,"""GO:0044281""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0044281
dcs:GeneOntologyTypeBiologicalProcess,acetyl-CoA metabolic process,"""GO:0006084""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0006084
dcs:GeneOntologyTypeBiologicalProcess,energy reserve metabolic process,"""GO:0006112""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0006112
dcs:GeneOntologyTypeBiologicalProcess,fatty acid biosynthetic process,"""GO:0006633""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0006633
dcs:GeneOntologyTypeBiologicalProcess,malonyl-CoA biosynthetic process,"""GO:2001295""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_2001295
dcs:GeneOntologyTypeBiologicalProcess,positive regulation of cellular metabolic process,"""GO:0031325""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0031325
dcs:GeneOntologyTypeBiologicalProcess,protein homotetramerization,"""GO:0051289""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0051289
dcs:GeneOntologyTypeBiologicalProcess,carnitine shuttle,"""GO:0006853""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0006853
dcs:GeneOntologyTypeBiologicalProcess,cellular lipid metabolic process,"""GO:0044255""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0044255
dcs:GeneOntologyTypeBiologicalProcess,regulation of fatty acid oxidation,"""GO:0046320""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0046320
dcs:GeneOntologyTypeCellularComponent,cytosol,"""GO:0005829""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0005829
dcs:GeneOntologyTypeCellularComponent,mitochondrion,"""GO:0005739""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0005739
dcs:GeneOntologyTypeCellularComponent,endomembrane system,"""GO:0012505""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0012505
dcs:GeneOntologyTypeCellularComponent,membrane,"""GO:0016020""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0016020
dcs:GeneOntologyTypeMolecularFunction,binding,"""GO:0005488""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0005488
dcs:GeneOntologyTypeMolecularFunction,catalytic activity,"""GO:0003824""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0003824
dcs:GeneOntologyTypeMolecularFunction,nucleoside binding,"""GO:0001882""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0001882
dcs:GeneOntologyTypeMolecularFunction,purine nucleoside binding,"""GO:0001883""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0001883
dcs:GeneOntologyTypeMolecularFunction,adenyl nucleotide binding,"""GO:0030554""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0030554
dcs:GeneOntologyTypeMolecularFunction,adenyl ribonucleotide binding,"""GO:0032559""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0032559
dcs:GeneOntologyTypeMolecularFunction,atp binding,"""GO:0005524""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0005524
dcs:GeneOntologyTypeMolecularFunction,ligase activity,"""GO:0016874""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0016874
dcs:GeneOntologyTypeMolecularFunction,vitamin binding,"""GO:0019842""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0019842
dcs:GeneOntologyTypeMolecularFunction,biotin binding,"""GO:0009374""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0009374
dcs:GeneOntologyTypeMolecularFunction,"ligase activity, forming carbon-carbon bonds","""GO:0016877""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0016877
dcs:GeneOntologyTypeMolecularFunction,coa carboxylase activity,"""GO:0016421""",HMDBP00018,bio/ACACB_HUMAN,bio/GO_0016421
